locality,state,location,lon,lat
Waterloo,MI,"Waterloo, MI",-84.106203,42.333587
Watertown,MI,"Watertown, MI",-84.6688348,42.7983871
Watervliet,MI,"Watervliet, MI",-86.26057759999999,42.1867052
Watson,MI,"Watson, MI",-85.7051116,42.5686411
Waverly,MI,"Waverly, MI",-84.6208149,42.7392017
Wayland,MI,"Wayland, MI",-85.6447438,42.6739208
Wayne,MI,"Wayne, MI",-83.3863214,42.2814269
Webster,MI,"Webster, MI",-83.8260884,42.3653661
Weesaw,MI,"Weesaw, MI",-86.51986509999999,41.847234
West Bloomfield,MI,"West Bloomfield, MI",-83.373339,42.5678534
Westphalia,MI,"Westphalia, MI",-84.798605,42.9294782
Wheatfield,MI,"Wheatfield, MI",-84.3331694,42.6263379
Wheatland,MI,"Wheatland, MI",-85.1271907,43.5914677
White Lake,MI,"White Lake, MI",-83.4856913,42.6592995
White Oak,MI,"White Oak, MI",-84.20679919999999,42.541875
White Pigeon,MI,"White Pigeon, MI",-85.6433229,41.7981056
White River,MI,"White River, MI",-86.0555093,43.503201
Whiteford,MI,"Whiteford, MI",-83.6986568,41.76693119999999
Williams,MI,"Williams, MI",-84.1224036,43.6208628
Williamstown,MI,"Williamstown, MI",-84.3331694,42.7433368
Windsor,MI,"Windsor, MI",-84.6688348,42.6424404
Wisner,MI,"Wisner, MI",-83.6135572,43.5935611
Woodbridge,MI,"Woodbridge, MI",-83.0817699,42.349794
Woodhull,MI,"Woodhull, MI",-84.3331694,42.821189
Woodland,MI,"Woodland, MI",-85.1336129,42.7267014
Woodstock,MI,"Woodstock, MI",-84.2910759,42.03530629999999
Worth,MI,"Worth, MI",-82.5834947,43.2242068
Wright,MI,"Wright, MI",-85.8281458,43.0794949
Wyandotte,MI,"Wyandotte, MI",-83.14992389999999,42.21420639999999
Wyoming,MI,"Wyoming, MI",-85.7053085,42.9133602
York,MI,"York, MI",-83.71280949999999,42.1318816
Ypsilanti,MI,"Ypsilanti, MI",-83.61299389999999,42.2411499
Zeeland,MI,"Zeeland, MI",-86.01865099999999,42.8125246
Zilwaukee,MI,"Zilwaukee, MI",-83.9205291,43.4764138
NA,MI,"NA, MI",-85.60236429999999,44.3148443
Anoka,MN,"Anoka, MN",-93.3871758,45.1977428
Austin,MN,"Austin, MN",-92.97463669999999,43.6666296
Berlin,MN,"Berlin, MN",-93.35904459999999,43.8753769
Blue Earth City,MN,"Blue Earth City, MN",-94.10239059999999,43.6375818
Brainerd,MN,"Brainerd, MN",-94.2020084,46.3526733
Cambridge,MN,"Cambridge, MN",-93.2258999,45.5656755
Carlstadt,MN,"Carlstadt, MN",NA,NA
Carver,MN,"Carver, MN",-93.6254404,44.76339429999999
Chatfrield,MN,"Chatfrield, MN",-92.1890516,43.84551949999999
Collegeville,MN,"Collegeville, MN",-94.3641026,45.59388149999999
Dover Center,MN,"Dover Center, MN",-92.14043339999999,43.9744791
Duluth,MN,"Duluth, MN",-92.1004852,46.78667189999999
Fabault?,MN,"Fabault?, MN",-93.268827,44.2949636
Fairbault,MN,"Fairbault, MN",-93.268827,44.2949636
Fairboult,MN,"Fairboult, MN",-93.268827,44.2949636
Faribault,MN,"Faribault, MN",-93.268827,44.2949636
Farmington,MN,"Farmington, MN",-93.1435497,44.6402434
Fergus Falls,MN,"Fergus Falls, MN",-96.0777887,46.2835212
Fremont,MN,"Fremont, MN",-91.89904299999999,43.9138521
Glencoe,MN,"Glencoe, MN",-94.15175239999999,44.7690437
Goodhue,MN,"Goodhue, MN",-92.623802799999993,44.4005221
Grand Meadow,MN,"Grand Meadow, MN",-92.57212059999999,43.7057963
Hastings,MN,"Hastings, MN",-92.8513706,44.7443293
Hokah,MN,"Hokah, MN",-91.3465262,43.7594117
Hutchinson,MN,"Hutchinson, MN",-94.3692926,44.89254830000001
Jackson,MN,"Jackson, MN",-94.9886022,43.6207915
Lake City,MN,"Lake City, MN",-92.2666914,44.4492982
Lanesboro,MN,"Lanesboro, MN",-91.97682239999999,43.7207974
Litchfield,MN,"Litchfield, MN",-94.5283333,45.1258332
Mankato,MN,"Mankato, MN",-93.99939959999999,44.1635775
Mantorville,MN,"Mantorville, MN",-92.7557456,44.0691307
Mininger,MN,"Mininger, MN",-92.92758359999999,44.74760029999999
Minneapolis,MN,"Minneapolis, MN",-93.2650108,44.977753
Minnesota City,MN,"Minnesota City, MN",-91.7495959,44.0938521
New Ulm,MN,"New Ulm, MN",-94.45930179999999,44.3144394
Northfield,MN,"Northfield, MN",-93.161604,44.4582983
Owatonna,MN,"Owatonna, MN",-93.2259349,44.0855572
Owatowa,MN,"Owatowa, MN",-93.2259349,44.0855572
Plainview,MN,"Plainview, MN",-92.1715571,44.1649655
Preston,MN,"Preston, MN",-92.0832157,43.6702423
Red Wing,MN,"Red Wing, MN",-92.5369563,44.5660691
Rochester,MN,"Rochester, MN",-92.4801989,44.0121221
Rushford,MN,"Rushford, MN",-91.7529258,43.8082976
Saint Cloud,MN,"Saint Cloud, MN",-94.16324039999999,45.5579451
Sauk Center,MN,"Sauk Center, MN",-94.9525216,45.737465
Sibley,MN,"Sibley, MN",-94.15137639999999,44.5502089
Smithfield,MN,"Smithfield, MN",-94.61809869999999,43.9889537
Spring Valley,MN,"Spring Valley, MN",-92.38905869999999,43.686908
St. Anthony,MN,"St. Anthony, MN",-93.2179335,45.0205565
St. Cloud,MN,"St. Cloud, MN",-94.16324039999999,45.5579451
St. Joseph,MN,"St. Joseph, MN",-94.317966,45.5647724
St. Paul,MN,"St. Paul, MN",-93.0899578,44.9537029
St. Paul's,MN,"St. Paul's, MN",-93.0899578,44.9537029
St. Peter,MN,"St. Peter, MN",-93.955691,44.3258932
Stillwater,MN,"Stillwater, MN",-92.80884429999999,45.056004
Taylor's Falls,MN,"Taylor's Falls, MN",-92.65242920000001,45.4019062
Union,MN,"Union, MN",-93.1254802,43.8919066
Wabasha,MN,"Wabasha, MN",-92.0382346,44.3710051
Waseca,MN,"Waseca, MN",-93.50838429999999,44.0770411
White Bear,MN,"White Bear, MN",-93.02095419999999,45.09607159999999
Winona,MN,"Winona, MN",-91.6663523,44.0553908
Worthington,MN,"Worthington, MN",-95.59414360000001,43.6210985
Zumbrota,MN,"Zumbrota, MN",-92.6690806,44.294132
Barrens,MO,"Barrens, MO",-89.85477399999999,37.759994
Boonville,MO,"Boonville, MO",-92.74324179999999,38.9736392
Bowling Green,MO,"Bowling Green, MO",-91.1951437,39.3419891
Brunswick,MO,"Brunswick, MO",-93.1304782,39.4233576
Canton,MO,"Canton, MO",-91.6251597,40.1250446
Cape Girardeau,MO,"Cape Girardeau, MO",-89.51814759999999,37.3058839
Cape Girardequ,MO,"Cape Girardequ, MO",-89.51814759999999,37.3058839
Carondelet City,MO,"Carondelet City, MO",-90.2549631,38.5556397
Carrollton,MO,"Carrollton, MO",-93.4957675,39.3583539
College Mound,MO,"College Mound, MO",-92.5726866,39.6230877
Columbia,MO,"Columbia, MO",-92.3340724,38.9517053
Fayette,MO,"Fayette, MO",-92.6837943,39.1458654
Franklin,MO,"Franklin, MO",-92.7532411,39.0116954
Fulton,MO,"Fulton, MO",-91.94795859999999,38.84670819999999
Glasgow,MO,"Glasgow, MO",-92.8465757,39.2272513
Greenwood,MO,"Greenwood, MO",-94.34383779999999,38.8516751
Hannibal,MO,"Hannibal, MO",-91.35848159999999,39.7083789
Hillsboro,MO,"Hillsboro, MO",-90.5629034,38.2322766
Independence,MO,"Independence, MO",-94.41550679999999,39.0911161
Jefferson City,MO,"Jefferson City, MO",-92.1735164,38.57670170000001
Jefferson?,MO,"Jefferson?, MO",-92.1735164,38.57670170000001
Kansas City,MO,"Kansas City, MO",-94.5785667,39.0997265
Kidder,MO,"Kidder, MO",-94.1024439,39.7802827
La Grange,MO,"La Grange, MO",-91.4976544,40.0428236
Lexington,MO,"Lexington, MO",-93.87994259999999,39.1847339
Liberty,MO,"Liberty, MO",-94.4191177,39.2461138
Maryville,MO,"Maryville, MO",-94.8724706,40.3461017
May View,MO,"May View, MO",-93.8304979,39.0530655
Mexico,MO,"Mexico, MO",-91.887271,39.1730652
Moberly,MO,"Moberly, MO",-92.43823669999999,39.4183689
Oregon,MO,"Oregon, MO",-95.1449753,39.9869407
Palmyra,MO,"Palmyra, MO",-91.5232106,39.7942118
Parkville,MO,"Parkville, MO",-94.6821806,39.1950029
Rolla,MO,"Rolla, MO",-91.7715303,37.948544
Sedalia,MO,"Sedalia, MO",-93.2282613,38.7044609
Springfield,MO,"Springfield, MO",-93.29229889999999,37.2089572
St Louis,MO,"St Louis, MO",-90.19940419999999,38.6270025
St. Charles,MO,"St. Charles, MO",-90.4974359,38.7881062
St. Joseph,MO,"St. Joseph, MO",-94.84668099999999,39.7674578
St. Joseph's,MO,"St. Joseph's, MO",-94.84668099999999,39.7674578
St. Louis,MO,"St. Louis, MO",-90.19940419999999,38.6270025
Troy,MO,"Troy, MO",-90.9806954,38.9794922
Aberdeen,MS,"Aberdeen, MS",-88.5436553,33.8251139
Adams,MS,"Adams, MS",-91.28910359999999,31.5305353
Attala County,MS,"Attala County, MS",-89.62516459999999,33.1683267
Canton,MS,"Canton, MS",-90.0367512,32.6126381
Clinton,MS,"Clinton, MS",-90.3217585,32.3415342
Garlandsville,MS,"Garlandsville, MS",-89.1225584,32.219591200000004
Greene County,MS,"Greene County, MS",-88.7108964,31.1646163
Holly Springs,MS,"Holly Springs, MS",-89.44868939999999,34.76759670000001
Holy Springs,MS,"Holy Springs, MS",-89.44868939999999,34.76759670000001
Jackson,MS,"Jackson, MS",-90.1848103,32.2987573
Kosciusko,MS,"Kosciusko, MS",-89.58757639999999,33.0576295
Liberty,MS,"Liberty, MS",-90.8123243,31.1582312
Louisville,MS,"Louisville, MS",-89.0550624,33.1237377
Meridian Springs,MS,"Meridian Springs, MS",-88.70638199999999,32.4008295
Natchez,MS,"Natchez, MS",-91.40317100000001,31.5604442
Oakland,MS,"Oakland, MS",-89.91647809999999,34.0556679
Oxford,MS,"Oxford, MS",-89.5192484,34.3664951
Pike,MS,"Pike, MS",-90.37483540000001,31.1704959
Pontotoc,MS,"Pontotoc, MS",-88.998673,34.2478831
Port Gibson,MS,"Port Gibson, MS",-90.98173249999999,31.9607734
Rodney,MS,"Rodney, MS",-91.1998325,31.861272
Sharon,MS,"Sharon, MS",-89.9361935,32.65847
Springville,MS,"Springville, MS",-89.10367719999999,34.2317732
Tchula,MS,"Tchula, MS",-90.2228629,33.18290340000001
Washington,MS,"Washington, MS",-91.29927839999999,31.5787773
Woodville,MS,"Woodville, MS",-91.29955509999999,31.104619
Yazoo City,MS,"Yazoo City, MS",-90.4056468,32.8551326
Camp Baker,MT,"Camp Baker, MT",-111.1829019,46.803805
Ft. Ellis,MT,"Ft. Ellis, MT",-110.9516349,45.6530571
Ft. Shaw,MT,"Ft. Shaw, MT",-111.8102651,47.5055075
Helena,MT,"Helena, MT",-112.0245054,46.5883707
Albemarle?,NC,"Albemarle?, NC",-80.2000578,35.3501426
Asheville,NC,"Asheville, NC",-82.5514869,35.5950581
Bath,NC,"Bath, NC",-76.8116045,35.4771094
Beaufort,NC,"Beaufort, NC",-76.6638186,34.7182174
Brunswick,NC,"Brunswick, NC",-78.2020387,34.0275398
Cape Fear,NC,"Cape Fear, NC",-77.9602652,33.8404533
Chapel Hill,NC,"Chapel Hill, NC",-79.0558445,35.9131996
Charlotte,NC,"Charlotte, NC",-80.8431267,35.2270869
Chowan,NC,"Chowan, NC",-76.6181655,36.1354131
Currituck,NC,"Currituck, NC",-75.94632399999999,36.4189826
Davidson,NC,"Davidson, NC",-80.8486846,35.4993031
Davidson County,NC,"Davidson County, NC",-80.1875065,35.7748479
Edenton,NC,"Edenton, NC",-76.6077213,36.057938
Edgecombe,NC,"Edgecombe, NC",-77.6536125,35.8840053
Fayeteville,NC,"Fayeteville, NC",-78.87835849999999,35.0526641
Fayetteville,NC,"Fayetteville, NC",-78.87835849999999,35.0526641
Forestville,NC,"Forestville, NC",-78.51832999999999,35.96139
Greensboro,NC,"Greensboro, NC",-79.7919754,36.0726354
Guildford,NC,"Guildford, NC",-79.8296743,36.0899873
Guilford,NC,"Guilford, NC",-79.8296743,36.0899873
Happy Home,NC,"Happy Home, NC",-79.6283636,36.4962497
Hillsboro,NC,"Hillsboro, NC",-79.0997347,36.0754183
Hookerton,NC,"Hookerton, NC",-77.5883039,35.4251622
Iredell Co.,NC,"Iredell Co., NC",-80.89865019999999,35.8310501
Iredell County,NC,"Iredell County, NC",-80.89865019999999,35.8310501
Lenoir,NC,"Lenoir, NC",-81.5389849,35.9140196
Lincoln County,NC,"Lincoln County, NC",-81.20781640000001,35.4637028
Mechlenberg County,NC,"Mechlenberg County, NC",-80.8543847,35.2632655
Mecklenburg,NC,"Mecklenburg, NC",-80.8543847,35.2632655
Mt. Pleasant,NC,"Mt. Pleasant, NC",-80.4358963,35.399308
Nazareth,NC,"Nazareth, NC",-80.45531129999999,35.64887969999999
New Garden,NC,"New Garden, NC",-79.8900444,36.0910286
New Salem,NC,"New Salem, NC",-80.3692306,35.13098129999999
Newbern,NC,"Newbern, NC",-77.04411429999999,35.108493
Northampton Co.,NC,"Northampton Co., NC",-77.4242972,36.4159635
Olin,NC,"Olin, NC",-80.83979289999999,35.9526349
Oxford,NC,"Oxford, NC",-78.5908345,36.3107004
Pamplici?,NC,"Pamplici?, NC",NA,NA
Pamplier?,NC,"Pamplier?, NC",NA,NA
Person County,NC,"Person County, NC",-78.9288242,36.3528221
Raleigh,NC,"Raleigh, NC",-78.6381787,35.7795897
Randolph,NC,"Randolph, NC",-79.8296743,35.7449531
Randolph Co.,NC,"Randolph Co., NC",-79.8296743,35.7449531
Rowan County,NC,"Rowan County, NC",-80.54384499999999,35.6303455
Rowan Cty,NC,"Rowan Cty, NC",-80.54384499999999,35.6303455
Rutherford,NC,"Rutherford, NC",-81.909826,35.4258737
Salem,NC,"Salem, NC",-81.6970412,35.6987399
Statesville,NC,"Statesville, NC",-80.8872959,35.7826363
Stokes Co.,NC,"Stokes Co., NC",-80.23213129999999,36.4244396
Trinity,NC,"Trinity, NC",-79.9908729,35.894581
Wake Forest,NC,"Wake Forest, NC",-78.50972279999999,35.9798734
Weldon,NC,"Weldon, NC",-77.60303309999999,36.4159849
Williamsboro,NC,"Williamsboro, NC",-78.4316645,36.4304221
Williamston,NC,"Williamston, NC",-77.0555114,35.8546039
Wilmington,NC,"Wilmington, NC",-77.9447102,34.2257255
Wilson,NC,"Wilson, NC",-77.9155395,35.7212689
NA,NC,"NA, NC",-79.01929969999999,35.7595731
Bismark,ND,"Bismark, ND",-100.7837392,46.8083268
Fort Totten,ND,"Fort Totten, ND",-98.99290049999999,47.97999859999999
Ft Badford,ND,"Ft Badford, ND",NA,NA
Ft. Stevenson,ND,"Ft. Stevenson, ND",-101.4195672,47.5900566
Brownsville,NE,"Brownsville, NE",-95.6580455,40.3977793
Brownville,NE,"Brownville, NE",-95.6580455,40.3977793
Crete,NE,"Crete, NE",-96.9615141,40.6252173
Dakotah City,NE,"Dakotah City, NE",-96.41836370000001,42.4155496
Falls City,NE,"Falls City, NE",-95.60192939999999,40.0608352
Fremont,NE,"Fremont, NE",-96.49814669999999,41.4333909
Ft. McPherson,NE,"Ft. McPherson, NE",-100.525948,41.025165200000004
Ft. Robinson,NE,"Ft. Robinson, NE",-103.4665524,42.6684446
Lincoln,NE,"Lincoln, NE",-96.6851982,40.8257625
Nebraska City,NE,"Nebraska City, NE",-95.8593616,40.6765745
Omaha,NE,"Omaha, NE",-95.99798829999999,41.2523634
Otoe County,NE,"Otoe County, NE",-96.11029429999999,40.675971
NA,NE,"NA, NE",-99.9018131,41.4925374
Acworth,NH,"Acworth, NH",-72.2920317,43.2178539
Alstead,NH,"Alstead, NH",-72.3614201,43.149481
amherst,NH,"amherst, NH",-71.6253487,42.8614748
Amherst,NH,"Amherst, NH",-71.6253487,42.8614748
Andover,NH,"Andover, NH",-71.8234138,43.43701979999999
Antrim,NH,"Antrim, NH",-71.9389194,43.0308557
Ashland,NH,"Ashland, NH",-71.6306317,43.695318
Ashuelot,NH,"Ashuelot, NH",-72.42365319999999,42.7777057
Barnstead,NH,"Barnstead, NH",-71.2782381,43.33891939999999
Barrington,NH,"Barrington, NH",-71.0470077,43.2228599
Bath,NH,"Bath, NH",-71.96620089999999,44.1670079
Bedford,NH,"Bedford, NH",-71.51320079999999,42.9463291
Bethlehem,NH,"Bethlehem, NH",-71.6875364,44.2803843
Boscawen,NH,"Boscawen, NH",-71.636864,43.32439309999999
Bow,NH,"Bow, NH",-71.54923769999999,43.1320263
Bradford,NH,"Bradford, NH",-71.9576292,43.26870479999999
Brentwood,NH,"Brentwood, NH",-71.0735503,42.9780248
Bridgewater,NH,"Bridgewater, NH",-71.7364678,43.6384067
Bristol,NH,"Bristol, NH",-71.7367162,43.5911499
Brookfield,NH,"Brookfield, NH",-71.0653437,43.558968
Brookline,NH,"Brookline, NH",-71.6581267,42.73481020000001
Campton,NH,"Campton, NH",-71.64406149999999,43.8224604
Canaan,NH,"Canaan, NH",-72.0518883,43.6809381
Candia,NH,"Candia, NH",-71.2888619,43.0612461
Canterbury,NH,"Canterbury, NH",-71.5652802,43.3372738
Cenre Harbor,NH,"Cenre Harbor, NH",-71.49147470000001,43.71269849999999
Charleston,NH,"Charleston, NH",-72.4245117,43.2386275
Charlestown,NH,"Charlestown, NH",-72.4245117,43.2386275
Cheshire,NH,"Cheshire, NH",-72.236379,42.9259375
Chester,NH,"Chester, NH",-71.25728459999999,42.9567525
Chichester,NH,"Chichester, NH",-71.3997909,43.2492477
Claremont,NH,"Claremont, NH",-72.33787439999999,43.3728635
Colebrook and Monadnock,NH,"Colebrook and Monadnock, NH",-71.4981437,44.894963
Concord,NH,"Concord, NH",-71.5375718,43.2081366
Contoocook,NH,"Contoocook, NH",-71.7139655,43.2220234
Conway and Bartlett,NH,"Conway and Bartlett, NH",-71.1284041,44.0536805
Cornish,NH,"Cornish, NH",-72.3689794,43.4645164
Corydon,NH,"Corydon, NH",-72.1631276,43.45061159999999
Danbury,NH,"Danbury, NH",-71.8617481,43.5256297
Deerfield,NH,"Deerfield, NH",-71.2164524,43.146194
Deering,NH,"Deering, NH",-71.8445227,43.0731364
Derry,NH,"Derry, NH",-71.3273346,42.8806437
Dover,NH,"Dover, NH",-70.8736698,43.1978624
Dublin,NH,"Dublin, NH",-72.0625817,42.9075823
Dunbarton,NH,"Dunbarton, NH",-71.6164615,43.1025818
Durham,NH,"Durham, NH",-70.9264393,43.1339545
East Franklin,NH,"East Franklin, NH",-71.6472988,43.4442432
East Kingston,NH,"East Kingston, NH",-71.0165766,42.925219
East Lebanon,NH,"East Lebanon, NH",-72.2517569,43.6422934
East Rindge,NH,"East Rindge, NH",-72.0098021,42.7511964
Eaton,NH,"Eaton, NH",-71.0435452,43.89979049999999
Effingham,NH,"Effingham, NH",-70.996455,43.7611873
Enfield,NH,"Enfield, NH",-72.14398299999999,43.64064399999999
Epping,NH,"Epping, NH",-71.0735476,43.0534843
Epsom,NH,"Epsom, NH",-71.3445677,43.2249396
Exeter,NH,"Exeter, NH",-70.9477546,42.9814292
Farmington,NH,"Farmington, NH",-71.065062,43.3897609
Fisherville,NH,"Fisherville, NH",-71.6002039,43.280373
Fitzwilliam,NH,"Fitzwilliam, NH",-72.14174899999999,42.7806396
Francestown,NH,"Francestown, NH",-71.8125769,42.98758249999999
Franconia,NH,"Franconia, NH",-71.7479075,44.2271729
Franklin,NH,"Franklin, NH",-71.6472988,43.4442432
Gilford,NH,"Gilford, NH",-71.4067385,43.5475771
Gilmanton,NH,"Gilmanton, NH",-71.4138418,43.4248816
Gilsum,NH,"Gilsum, NH",-72.2628635,43.0484123
Goffstown,NH,"Goffstown, NH",-71.6002223,43.0204052
Goshen,NH,"Goshen, NH",-72.14800579999999,43.3011531
Grafton,NH,"Grafton, NH",-71.947327,43.561127
Grafton and Danbury,NH,"Grafton and Danbury, NH",-71.8617481,43.5256297
Grantham,NH,"Grantham, NH",-72.1534606,43.52254569999999
Great Falls,NH,"Great Falls, NH",-70.9040689,43.2458601
Greenfield,NH,"Greenfield, NH",-71.8723003,42.9506384
Greenland,NH,"Greenland, NH",-70.8328322,43.0361995
Groton,NH,"Groton, NH",-71.8367572,43.7018051
Groton and Heben,NH,"Groton and Heben, NH",NA,NA
Hampstead,NH,"Hampstead, NH",-71.1809803,42.87448819999999
Hampton,NH,"Hampton, NH",-70.83892190000002,42.93759319999999
Hampton Falls,NH,"Hampton Falls, NH",-70.863811,42.9162234
Hancock,NH,"Hancock, NH",-71.97569899999999,42.9782657
Hanover,NH,"Hanover, NH",-72.2895526,43.7022451
"Hanover, Lebanon, and Canaan",NH,"Hanover, Lebanon, and Canaan, NH",-72.0517832,43.6545917
Haverhill,NH,"Haverhill, NH",-72.0639781,44.0345102
Henniker,NH,"Henniker, NH",-71.82228719999999,43.1798323
Hillsborough,NH,"Hillsborough, NH",-71.895049,43.114728
Hinsdale,NH,"Hinsdale, NH",-72.4865089,42.7862065
Holderness,NH,"Holderness, NH",-71.5884095,43.7320175
Hollis,NH,"Hollis, NH",-71.58953439999999,42.74251659999999
Hopkinton,NH,"Hopkinton, NH",-71.69106599999999,43.1947744
Hudson,NH,"Hudson, NH",-71.43980739999999,42.7647763
Jackson,NH,"Jackson, NH",-71.1850996,44.1462613
Jaffrey,NH,"Jaffrey, NH",-72.0231238,42.8139651
Keene,NH,"Keene, NH",-72.2781409,42.933692
Kensington,NH,"Kensington, NH",-70.9439447,42.9270334
Kingston,NH,"Kingston, NH",-71.0533918,42.9364768
Laconia,NH,"Laconia, NH",-71.4703509,43.5278546
Lake Village,NH,"Lake Village, NH",-71.15111,43.24139
Lancaster,NH,"Lancaster, NH",-71.5692477,44.4889204
Landaff,NH,"Landaff, NH",-71.8874191,44.1752213
Langdon,NH,"Langdon, NH",-72.3795322,43.1670215
Lebanon,NH,"Lebanon, NH",-72.2517569,43.6422934
Lee,NH,"Lee, NH",-71.0120127,43.12224399999999
Lempster,NH,"Lempster, NH",-72.1771541,43.2270143
Lisbon,NH,"Lisbon, NH",-71.9109059,44.2133222
Litchfield,NH,"Litchfield, NH",-71.4797889,42.84425359999999
Litchfield and Merrimack,NH,"Litchfield and Merrimack, NH",-71.42251809999999,42.8989822
Littleton,NH,"Littleton, NH",-71.7701237,44.3061628
London,NH,"London, NH",-71.97569899999999,43.4284925
Londonderry,NH,"Londonderry, NH",-71.3739272,42.86512980000001
Lyman,NH,"Lyman, NH",-71.9490868,44.2495394
Lyme,NH,"Lyme, NH",-72.1559219,43.8095142
Lyndeborough,NH,"Lyndeborough, NH",-71.7664642,42.9075843
Manchester,NH,"Manchester, NH",-71.4547891,42.9956397
Marlborough,NH,"Marlborough, NH",-72.2078343,42.9042471
Marlow,NH,"Marlow, NH",-72.1970297,43.11591139999999
Mason,NH,"Mason, NH",-71.76888679999999,42.7431782
Meredith,NH,"Meredith, NH",-71.500317,43.65753309999999
Meriden,NH,"Meriden, NH",-72.25285819999999,43.5437467
Merrimack,NH,"Merrimack, NH",-71.49483219999999,42.8678693
Middleton,NH,"Middleton, NH",-71.07148339999999,43.4779229
Milford,NH,"Milford, NH",-71.6489836,42.8353619
Milton,NH,"Milton, NH",-71.00919979999999,43.4440953
Moultonborough,NH,"Moultonborough, NH",-71.39653059999999,43.7551145
Moultonborough and Sandwich,NH,"Moultonborough and Sandwich, NH",-71.4049759,43.8199741
Mount Vernon,NH,"Mount Vernon, NH",-71.6742393,42.8945294
Mt. Vernon,NH,"Mt. Vernon, NH",-71.6742393,42.8945294
Nashua,NH,"Nashua, NH",-71.46756599999999,42.7653662
Nelson,NH,"Nelson, NH",-72.13091659999999,42.9906361
New Boston,NH,"New Boston, NH",-71.69396259999999,42.9761945
New Chester,NH,"New Chester, NH",-71.7044092,43.52555359999999
New Durham,NH,"New Durham, NH",-71.1722886,43.4367466
New Hampton,NH,"New Hampton, NH",-71.6304407,43.6236211
New Ipswich,NH,"New Ipswich, NH",-71.8808499,42.7362307
New Ispwich,NH,"New Ispwich, NH",-71.8808499,42.7362307
New London,NH,"New London, NH",-71.97569899999999,43.4284925
New Market,NH,"New Market, NH",-70.9350382,43.0828551
Newington,NH,"Newington, NH",-70.8336668,43.1000871
Newport,NH,"Newport, NH",-72.1734388,43.3653585
Newton,NH,"Newton, NH",-71.0345018,42.8695335
North Enfield,NH,"North Enfield, NH",-72.14398299999999,43.64064399999999
North Guilford,NH,"North Guilford, NH",-71.4703509,43.5278546
North Hampton,NH,"North Hampton, NH",-70.8351792,42.9737623
Northfield,NH,"Northfield, NH",-71.5900508,43.4352102
Northwood,NH,"Northwood, NH",-71.15089689999999,43.194249
Nottingham,NH,"Nottingham, NH",-71.099784,43.1145285
Orford,NH,"Orford, NH",-72.1417216,43.9014167
Ossipee and Wolfeborough,NH,"Ossipee and Wolfeborough, NH",-71.1594611,43.7560116
Oxford,NH,"Oxford, NH",-72.1417216,43.9014167
Packersfield,NH,"Packersfield, NH",NA,NA
Pelham,NH,"Pelham, NH",-71.3245067,42.7345339
Pembroke,NH,"Pembroke, NH",-71.4418101,43.1814246
"Pemigewasset, Peeling",NH,"Pemigewasset, Peeling, NH",NA,NA
Penacook,NH,"Penacook, NH",-71.6002039,43.280373
Penbroke,NH,"Penbroke, NH",-71.4418101,43.1814246
Peterboro,NH,"Peterboro, NH",-71.95167459999999,42.8706048
Peterborough,NH,"Peterborough, NH",-71.95167459999999,42.8706048
Pittsfield,NH,"Pittsfield, NH",-71.3242331,43.3058983
Plainfield,NH,"Plainfield, NH",-72.2600655,43.5489556
Plymouth,NH,"Plymouth, NH",-71.6881528,43.7570196
Poplin,NH,"Poplin, NH",-71.1148534,42.97351
Portsmouth,NH,"Portsmouth, NH",-70.7625532,43.0717552
Richmond,NH,"Richmond, NH",-72.27158760000002,42.7544657
Rindge,NH,"Rindge, NH",-72.0098021,42.7511964
Rochester,NH,"Rochester, NH",-70.97561859999999,43.304526
Rumney,NH,"Rumney, NH",-71.8125811,43.80534859999999
Rye,NH,"Rye, NH",-70.7695547,43.0019301
Salem,NH,"Salem, NH",-71.2008912,42.78855530000001
Salisbury,NH,"Salisbury, NH",-71.7170222,43.3800768
Salmon Falls,NH,"Salmon Falls, NH",-70.8180507,43.2367263
Sambornton Bridge,NH,"Sambornton Bridge, NH",-71.46476580000001,43.5447469
Sanbornton,NH,"Sanbornton, NH",-71.58228369999999,43.4897584
Sanbornton Bridge,NH,"Sanbornton Bridge, NH",-71.46476580000001,43.5447469
Sanborton Bridge,NH,"Sanborton Bridge, NH",-71.6829845,43.7705596
Sandown,NH,"Sandown, NH",-71.1870053,42.928698
Sandwich,NH,"Sandwich, NH",-71.4104696,43.79087029999999
Seabrook,NH,"Seabrook, NH",-70.8655074,42.8909615
Shaker Village,NH,"Shaker Village, NH",-71.49073890000001,43.3587563
Shoreham,NH,"Shoreham, NH",-71.0116865,42.3009332
Social Library,NH,"Social Library, NH",-71.58926699999999,42.740003
Sommersworth,NH,"Sommersworth, NH",-70.8653372,43.2617503
Springfield,NH,"Springfield, NH",-72.0334187,43.4950734
Stewartstown,NH,"Stewartstown, NH",-71.5072399,45.0075703
Stoddard,NH,"Stoddard, NH",-72.1145281,43.0786901
Stratham,NH,"Stratham, NH",-70.9163873,43.0228677
Sullivan,NH,"Sullivan, NH",-72.2209182,43.01313529999999
Suncook,NH,"Suncook, NH",-71.4531241,43.130638
Surry,NH,"Surry, NH",-72.3211975,43.0178575
Sutton,NH,"Sutton, NH",-71.9514714,43.3342427
Swanzey,NH,"Swanzey, NH",-72.2795383,42.8741204
Tamworth,NH,"Tamworth, NH",-71.2631263,43.8597958
Temple,NH,"Temple, NH",-71.8513418,42.8188308
